../compressed_dataset/Singapore/canvas_1629783463.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629349426.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629692025.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629971362.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1630027460.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629924008.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629918270.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1630122489.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1630222601.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1630215092.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629924205.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1630045984.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629927787.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629682062.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629540205.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629905285.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629277828.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629520203.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1630125010.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629571939.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1630094293.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629508117.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629309090.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629864842.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629937998.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629423574.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629828654.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629540526.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1630001097.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629439958.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629317889.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
../compressed_dataset/Singapore/canvas_1629578444.jpg,A Street View image of Singapore. The cars in this country drive on the left. The climate in this country is generally tropical.
